,customer_name,gender,age,city,state,order_id,order_date,delivery_date,product_id,price_per_unit,quantity,total_price,product_type,product_name,size,colour,stock,delivary_duration
4358,Ellene Dedam,Agender,25,Islamouth,Western Australia,649,2021-07-28,2021-08-16,274,95,2,190,Shirt,Polo,XL,indigo,56,1
4359,Rorie Hof,Polygender,23,Kulasmouth,Western Australia,340,2021-07-17,2021-08-13,1169,99,3,297,Trousers,High-Waisted,XL,yellow,78,2
4360,Rorie Hof,Polygender,23,Kulasmouth,Western Australia,340,2021-07-17,2021-08-13,1001,106,2,212,Trousers,Wool,S,blue,55,2
4361,Rorie Hof,Polygender,23,Kulasmouth,Western Australia,340,2021-07-17,2021-08-13,696,113,2,226,Jacket,Parka,S,violet,67,2
4362,Millicent Stedson,Polygender,70,Port Kiara,Western Australia,192,2021-02-06,2021-02-19,863,113,2,226,Trousers,Chinos,L,blue,46,1
4363,Millicent Stedson,Polygender,70,Port Kiara,Western Australia,192,2021-02-06,2021-02-19,390,119,3,357,Shirt,Casual Slim Fit,XS,orange,43,1
4364,Millicent Stedson,Polygender,70,Port Kiara,Western Australia,192,2021-02-06,2021-02-19,990,106,3,318,Trousers,Wool,XS,yellow,67,1
4365,Millicent Stedson,Polygender,70,Port Kiara,Western Australia,192,2021-02-06,2021-02-19,920,96,3,288,Trousers,Drawstring,XS,yellow,41,1
4366,Millicent Stedson,Polygender,70,Port Kiara,Western Australia,192,2021-02-06,2021-02-19,9,96,3,288,Shirt,Oxford Cloth,XL,orange,43,1
4367,Millicent Stedson,Polygender,70,Port Kiara,Western Australia,192,2021-02-06,2021-02-19,664,93,1,93,Jacket,Coach,XL,violet,60,1
4368,Millicent Stedson,Polygender,70,Port Kiara,Western Australia,192,2021-02-06,2021-02-19,573,100,3,300,Jacket,Bomber,L,yellow,54,1
4369,Millicent Stedson,Polygender,70,Port Kiara,Western Australia,554,2021-05-07,2021-05-26,1127,102,3,306,Trousers,Cargo Pants,M,orange,51,1
4370,Millicent Stedson,Polygender,70,Port Kiara,Western Australia,554,2021-05-07,2021-05-26,870,113,2,226,Trousers,Chinos,XS,violet,72,1
4371,Sheela Dovey,Genderqueer,23,Lake Addisonland,South Australia,59,2021-01-31,2021-02-27,928,96,1,96,Trousers,Drawstring,L,green,43,2
4372,Sheela Dovey,Genderqueer,23,Lake Addisonland,South Australia,59,2021-01-31,2021-02-27,682,113,2,226,Jacket,Parka,M,green,71,2
4373,Sheela Dovey,Genderqueer,23,Lake Addisonland,South Australia,59,2021-01-31,2021-02-27,786,91,1,91,Jacket,Pullover,S,green,69,2
4374,Lorelle Lancastle,Genderqueer,63,Alexandraville,South Australia,585,2021-03-20,2021-03-23,447,107,2,214,Jacket,Denim,M,indigo,52,3
4375,Lorelle Lancastle,Genderqueer,63,Alexandraville,South Australia,585,2021-03-20,2021-03-23,886,94,2,188,Trousers,Cords,S,yellow,68,3
4376,Lorelle Lancastle,Genderqueer,63,Alexandraville,South Australia,585,2021-03-20,2021-03-23,456,118,3,354,Jacket,Puffer,S,red,62,3
4377,Lorelle Lancastle,Genderqueer,63,Alexandraville,South Australia,585,2021-03-20,2021-03-23,401,119,2,238,Shirt,Casual Slim Fit,S,green,72,3
4378,Lorelle Lancastle,Genderqueer,63,Alexandraville,South Australia,585,2021-03-20,2021-03-23,328,109,1,109,Shirt,Mandarin Collar,L,yellow,78,3
4379,Lorelle Lancastle,Genderqueer,63,Alexandraville,South Australia,706,2021-07-20,2021-07-21,494,102,1,102,Jacket,Windbreaker,XL,red,48,1
4380,Lorelle Lancastle,Genderqueer,63,Alexandraville,South Australia,706,2021-07-20,2021-07-21,1030,90,2,180,Trousers,Relaxed Leg,XS,green,80,1
4381,Lorelle Lancastle,Genderqueer,63,Alexandraville,South Australia,706,2021-07-20,2021-07-21,356,94,1,94,Shirt,Henley,S,orange,46,1
4382,Lorelle Lancastle,Genderqueer,63,Alexandraville,South Australia,706,2021-07-20,2021-07-21,214,106,2,212,Shirt,Chambray,XL,red,42,1
4383,Lorelle Lancastle,Genderqueer,63,Alexandraville,South Australia,706,2021-07-20,2021-07-21,954,97,1,97,Trousers,Slim-Fit,XL,orange,78,1
4384,Isidore Bleasdille,Genderfluid,72,Davidtown,Victoria,102,2021-05-07,2021-05-26,332,109,3,327,Shirt,Mandarin Collar,M,green,57,1
4385,Isidore Bleasdille,Genderfluid,72,Davidtown,Victoria,193,2021-06-06,2021-06-07,1084,93,2,186,Trousers,Joggers,XL,violet,40,1
4386,Isidore Bleasdille,Genderfluid,72,Davidtown,Victoria,193,2021-06-06,2021-06-07,63,104,3,312,Shirt,Dress,L,indigo,71,1
4387,Isidore Bleasdille,Genderfluid,72,Davidtown,Victoria,193,2021-06-06,2021-06-07,396,119,2,238,Shirt,Casual Slim Fit,S,yellow,45,1
4388,Isidore Bleasdille,Genderfluid,72,Davidtown,Victoria,193,2021-06-06,2021-06-07,762,109,1,109,Jacket,Peacoat,M,indigo,52,1
4389,Isidore Bleasdille,Genderfluid,72,Davidtown,Victoria,193,2021-06-06,2021-06-07,593,100,2,200,Jacket,Bomber,L,violet,68,1
4390,Isidore Bleasdille,Genderfluid,72,Davidtown,Victoria,193,2021-06-06,2021-06-07,1061,93,2,186,Trousers,Joggers,S,yellow,76,1
4391,Isidore Bleasdille,Genderfluid,72,Davidtown,Victoria,193,2021-06-06,2021-06-07,656,93,3,279,Jacket,Coach,S,indigo,78,1
4392,Isidore Bleasdille,Genderfluid,72,Davidtown,Victoria,193,2021-06-06,2021-06-07,727,119,1,119,Jacket,Trench Coat,M,indigo,42,1
4393,Rowena Soall,Agender,61,Zacville,Western Australia,349,2021-04-13,2021-04-29,135,92,1,92,Shirt,Denim,XS,violet,73,1
4394,Rowena Soall,Agender,61,Zacville,Western Australia,349,2021-04-13,2021-04-29,112,92,2,184,Shirt,Denim,M,orange,50,1
4395,Rowena Soall,Agender,61,Zacville,Western Australia,349,2021-04-13,2021-04-29,71,118,1,118,Shirt,Flannel,S,red,59,1
4396,Rowena Soall,Agender,61,Zacville,Western Australia,349,2021-04-13,2021-04-29,774,91,1,91,Jacket,Pullover,XL,red,65,1
4397,Rowena Soall,Agender,61,Zacville,Western Australia,349,2021-04-13,2021-04-29,572,100,2,200,Jacket,Bomber,M,yellow,71,1
4398,Rowena Soall,Agender,61,Zacville,Western Australia,349,2021-04-13,2021-04-29,471,118,3,354,Jacket,Puffer,S,green,54,1
4399,Gina Pollen,Male,29,Lake Gabrielview,New South Wales,44,2021-09-07,2021-09-22,368,94,2,188,Shirt,Henley,L,green,41,1
4400,Gina Pollen,Male,29,Lake Gabrielview,New South Wales,44,2021-09-07,2021-09-22,1127,102,2,204,Trousers,Cargo Pants,M,orange,51,1
4401,Gina Pollen,Male,29,Lake Gabrielview,New South Wales,44,2021-09-07,2021-09-22,595,112,1,112,Jacket,Cardigan,XS,red,51,1
4402,Gina Pollen,Male,29,Lake Gabrielview,New South Wales,44,2021-09-07,2021-09-22,1076,93,1,93,Trousers,Joggers,S,indigo,56,1
4403,Gina Pollen,Male,29,Lake Gabrielview,New South Wales,44,2021-09-07,2021-09-22,704,119,1,119,Jacket,Trench Coat,XL,red,40,1
4404,Worthy Pardoe,Non-binary,71,North Emmashire,Australian Capital Territory,685,2021-08-06,2021-08-21,275,95,1,95,Shirt,Polo,XS,violet,67,1
4405,Worthy Pardoe,Non-binary,71,North Emmashire,Australian Capital Territory,685,2021-08-06,2021-08-21,33,96,3,288,Shirt,Oxford Cloth,L,violet,73,1
4406,Lucas Cromly,Polygender,67,O'connertown,Tasmania,9,2021-05-01,2021-05-11,203,98,1,98,Shirt,Camp Collared,L,indigo,72,1
4407,Lucas Cromly,Polygender,67,O'connertown,Tasmania,9,2021-05-01,2021-05-11,486,118,2,236,Jacket,Puffer,S,violet,46,1
4408,Lucas Cromly,Polygender,67,O'connertown,Tasmania,9,2021-05-01,2021-05-11,708,119,1,119,Jacket,Trench Coat,L,orange,70,1
4409,Lucas Cromly,Polygender,67,O'connertown,Tasmania,9,2021-05-01,2021-05-11,1040,90,2,180,Trousers,Relaxed Leg,XS,indigo,60,1
4410,Lucas Cromly,Polygender,67,O'connertown,Tasmania,9,2021-05-01,2021-05-11,917,96,3,288,Trousers,Drawstring,M,orange,76,1
4411,Lucas Cromly,Polygender,67,O'connertown,Tasmania,9,2021-05-01,2021-05-11,1061,93,2,186,Trousers,Joggers,S,yellow,76,1
4412,Lucas Cromly,Polygender,67,O'connertown,Tasmania,9,2021-05-01,2021-05-11,35,104,2,208,Shirt,Dress,XS,red,63,1
4413,Lucas Cromly,Polygender,67,O'connertown,Tasmania,323,2021-03-23,2021-04-13,943,96,2,192,Trousers,Drawstring,L,violet,62,2
4414,Lucas Cromly,Polygender,67,O'connertown,Tasmania,323,2021-03-23,2021-04-13,635,93,3,279,Jacket,Coach,XS,orange,42,2
4415,Lucas Cromly,Polygender,67,O'connertown,Tasmania,323,2021-03-23,2021-04-13,1000,106,3,318,Trousers,Wool,XS,blue,58,2
4416,Lucas Cromly,Polygender,67,O'connertown,Tasmania,323,2021-03-23,2021-04-13,444,107,1,107,Jacket,Denim,XL,blue,80,2
4417,Lucas Cromly,Polygender,67,O'connertown,Tasmania,323,2021-03-23,2021-04-13,787,91,2,182,Jacket,Pullover,M,green,47,2
4418,Lucas Cromly,Polygender,67,O'connertown,Tasmania,323,2021-03-23,2021-04-13,357,94,3,282,Shirt,Henley,M,orange,70,2
4419,Lucas Cromly,Polygender,67,O'connertown,Tasmania,323,2021-03-23,2021-04-13,41,104,2,208,Shirt,Dress,S,orange,69,2
4420,Lucas Cromly,Polygender,67,O'connertown,Tasmania,323,2021-03-23,2021-04-13,1066,93,2,186,Trousers,Joggers,S,green,76,2
4421,Lucas Cromly,Polygender,67,O'connertown,Tasmania,727,2021-05-01,2021-05-18,165,91,2,182,Shirt,Linen,XS,indigo,70,1
4422,Lucas Cromly,Polygender,67,O'connertown,Tasmania,727,2021-05-01,2021-05-18,796,91,1,91,Jacket,Pullover,S,indigo,44,1
4423,Brenden Roast,Genderfluid,54,Siennabury,New South Wales,459,2021-06-18,2021-07-06,595,112,2,224,Jacket,Cardigan,XS,red,51,1
4424,Brenden Roast,Genderfluid,54,Siennabury,New South Wales,459,2021-06-18,2021-07-06,752,109,2,218,Jacket,Peacoat,M,green,49,1
4425,Brenden Roast,Genderfluid,54,Siennabury,New South Wales,459,2021-06-18,2021-07-06,35,104,1,104,Shirt,Dress,XS,red,63,1
4426,Brenden Roast,Genderfluid,54,Siennabury,New South Wales,459,2021-06-18,2021-07-06,613,112,2,224,Jacket,Cardigan,L,green,63,1
4427,Brenden Roast,Genderfluid,54,Siennabury,New South Wales,459,2021-06-18,2021-07-06,535,98,1,98,Jacket,Leather,XS,yellow,73,1
4428,Lisle Worthing,Female,74,Walkertown,Victoria,893,2021-03-06,2021-03-14,1118,115,3,345,Trousers,Cropped,L,violet,40,8
4429,Lisle Worthing,Female,74,Walkertown,Victoria,893,2021-03-06,2021-03-14,1243,112,2,224,Trousers,Tracksuit Bottoms,L,green,66,8
4430,Lisle Worthing,Female,74,Walkertown,Victoria,893,2021-03-06,2021-03-14,838,117,1,117,Jacket,Shearling,L,violet,61,8
4431,Lisle Worthing,Female,74,Walkertown,Victoria,893,2021-03-06,2021-03-14,132,92,3,276,Shirt,Denim,M,indigo,56,8
4432,Lisle Worthing,Female,74,Walkertown,Victoria,893,2021-03-06,2021-03-14,927,96,2,192,Trousers,Drawstring,M,green,52,8
4433,Dianemarie Neicho,Agender,27,West Joelmouth,Western Australia,759,2021-06-06,2021-07-03,536,98,2,196,Jacket,Leather,S,yellow,41,2
4434,Dianemarie Neicho,Agender,27,West Joelmouth,Western Australia,759,2021-06-06,2021-07-03,1241,112,1,112,Trousers,Tracksuit Bottoms,S,green,72,2
4435,Dianemarie Neicho,Agender,27,West Joelmouth,Western Australia,759,2021-06-06,2021-07-03,254,95,3,285,Shirt,Polo,XL,orange,43,2
4436,Dianemarie Neicho,Agender,27,West Joelmouth,Western Australia,759,2021-06-06,2021-07-03,266,95,2,190,Shirt,Polo,S,blue,76,2
4437,Dianemarie Neicho,Agender,27,West Joelmouth,Western Australia,759,2021-06-06,2021-07-03,271,95,3,285,Shirt,Polo,S,indigo,50,2
4438,Ondrea Apark,Agender,44,North Riley,Victoria,216,2021-04-16,2021-05-04,370,94,1,94,Shirt,Henley,XS,blue,61,1
4439,Ondrea Apark,Agender,44,North Riley,Victoria,216,2021-04-16,2021-05-04,118,92,1,92,Shirt,Denim,L,yellow,75,1
4440,Ondrea Apark,Agender,44,North Riley,Victoria,216,2021-04-16,2021-05-04,731,119,2,238,Jacket,Trench Coat,S,violet,69,1
4441,Ondrea Apark,Agender,44,North Riley,Victoria,216,2021-04-16,2021-05-04,303,105,1,105,Shirt,Cuban Collar,L,blue,65,1
4442,Ondrea Apark,Agender,44,North Riley,Victoria,216,2021-04-16,2021-05-04,493,102,3,306,Jacket,Windbreaker,L,red,40,1
4443,Ondrea Apark,Agender,44,North Riley,Victoria,818,2021-03-15,2021-04-10,1240,112,1,112,Trousers,Tracksuit Bottoms,XS,green,69,2
4444,Ondrea Apark,Agender,44,North Riley,Victoria,818,2021-03-15,2021-04-10,931,96,3,288,Trousers,Drawstring,S,blue,48,2
4445,Hunfredo Peyto,Bigender,36,Port Davidburgh,Tasmania,170,2021-08-17,2021-09-03,673,113,3,339,Jacket,Parka,L,orange,77,1
4446,Hunfredo Peyto,Bigender,36,Port Davidburgh,Tasmania,170,2021-08-17,2021-09-03,357,94,1,94,Shirt,Henley,M,orange,70,1
4447,Hunfredo Peyto,Bigender,36,Port Davidburgh,Tasmania,170,2021-08-17,2021-09-03,345,109,1,109,Shirt,Mandarin Collar,XS,violet,52,1
4448,Hunfredo Peyto,Bigender,36,Port Davidburgh,Tasmania,170,2021-08-17,2021-09-03,1224,105,2,210,Trousers,Pleated,XL,violet,65,1
4449,Hunfredo Peyto,Bigender,36,Port Davidburgh,Tasmania,170,2021-08-17,2021-09-03,899,94,2,188,Trousers,Cords,XL,blue,65,1
4450,Berry Rosiello,Agender,28,New Charlieville,Western Australia,770,2021-02-06,2021-02-28,1209,105,3,315,Trousers,Pleated,XL,green,55,2
4451,Berry Rosiello,Agender,28,New Charlieville,Western Australia,770,2021-02-06,2021-02-28,665,113,1,113,Jacket,Parka,XS,red,65,2
4452,Berry Rosiello,Agender,28,New Charlieville,Western Australia,770,2021-02-06,2021-02-28,869,113,2,226,Trousers,Chinos,XL,indigo,78,2
4453,Vladimir Jandourek,Non-binary,26,New Jackson,South Australia,350,2021-02-14,2021-03-02,314,105,3,315,Shirt,Cuban Collar,XL,violet,44,1
4454,Vladimir Jandourek,Non-binary,26,New Jackson,South Australia,350,2021-02-14,2021-03-02,385,119,3,357,Shirt,Casual Slim Fit,XS,red,49,1
4455,Vladimir Jandourek,Non-binary,26,New Jackson,South Australia,350,2021-02-14,2021-03-02,997,106,1,106,Trousers,Wool,M,green,41,1
4456,Vladimir Jandourek,Non-binary,26,New Jackson,South Australia,350,2021-02-14,2021-03-02,336,109,1,109,Shirt,Mandarin Collar,S,blue,44,1
4457,Vladimir Jandourek,Non-binary,26,New Jackson,South Australia,350,2021-02-14,2021-03-02,501,102,2,204,Jacket,Windbreaker,S,yellow,66,1
4458,Vladimir Jandourek,Non-binary,26,New Jackson,South Australia,350,2021-02-14,2021-03-02,308,105,1,105,Shirt,Cuban Collar,L,indigo,65,1
4459,Lorenzo Dutch,Genderfluid,49,Lake Ashleyhaven,Queensland,360,2021-08-03,2021-08-08,1053,93,2,186,Trousers,Joggers,L,red,63,5
4460,Lorenzo Dutch,Genderfluid,49,Lake Ashleyhaven,Queensland,360,2021-08-03,2021-08-08,913,96,2,192,Trousers,Drawstring,L,red,73,5
4461,Lorenzo Dutch,Genderfluid,49,Lake Ashleyhaven,Queensland,360,2021-08-03,2021-08-08,98,118,2,236,Shirt,Flannel,L,indigo,62,5
4462,Lorenzo Dutch,Genderfluid,49,Lake Ashleyhaven,Queensland,906,2021-01-21,2021-02-04,97,118,1,118,Shirt,Flannel,M,indigo,69,1
4463,Lorenzo Dutch,Genderfluid,49,Lake Ashleyhaven,Queensland,906,2021-01-21,2021-02-04,569,100,2,200,Jacket,Bomber,XL,orange,69,1
4464,Lorenzo Dutch,Genderfluid,49,Lake Ashleyhaven,Queensland,906,2021-01-21,2021-02-04,543,98,1,98,Jacket,Leather,L,green,71,1
4465,Lorenzo Dutch,Genderfluid,49,Lake Ashleyhaven,Queensland,906,2021-01-21,2021-02-04,727,119,3,357,Jacket,Trench Coat,M,indigo,42,1
4466,Lorenzo Dutch,Genderfluid,49,Lake Ashleyhaven,Queensland,906,2021-01-21,2021-02-04,1027,90,1,90,Trousers,Relaxed Leg,M,yellow,68,1
4467,Calypso Ellaway,Bigender,48,Port Joshualand,Western Australia,139,2021-06-15,2021-06-28,521,102,2,204,Jacket,Windbreaker,S,violet,46,1
4468,Calypso Ellaway,Bigender,48,Port Joshualand,Western Australia,139,2021-06-15,2021-06-28,428,107,1,107,Jacket,Denim,L,orange,73,1
4469,Calypso Ellaway,Bigender,48,Port Joshualand,Western Australia,139,2021-06-15,2021-06-28,280,105,1,105,Shirt,Cuban Collar,XS,red,56,1
4470,Calypso Ellaway,Bigender,48,Port Joshualand,Western Australia,139,2021-06-15,2021-06-28,1110,115,3,345,Trousers,Cropped,XS,indigo,55,1
4471,Calypso Ellaway,Bigender,48,Port Joshualand,Western Australia,145,2021-02-02,2021-02-10,1138,102,1,102,Trousers,Cargo Pants,L,green,42,8
4472,Calypso Ellaway,Bigender,48,Port Joshualand,Western Australia,145,2021-02-02,2021-02-10,623,112,3,336,Jacket,Cardigan,L,indigo,40,8
4473,Calypso Ellaway,Bigender,48,Port Joshualand,Western Australia,145,2021-02-02,2021-02-10,655,93,2,186,Jacket,Coach,XS,indigo,42,8
4474,Calypso Ellaway,Bigender,48,Port Joshualand,Western Australia,145,2021-02-02,2021-02-10,472,118,3,354,Jacket,Puffer,M,green,72,8
4475,Brendis Blackboro,Non-binary,74,West Lukeshire,New South Wales,80,2021-04-26,2021-05-20,21,96,2,192,Shirt,Oxford Cloth,S,blue,51,2
4476,Brendis Blackboro,Non-binary,74,West Lukeshire,New South Wales,80,2021-04-26,2021-05-20,978,97,2,194,Trousers,Slim-Fit,L,violet,58,2
4477,Brendis Blackboro,Non-binary,74,West Lukeshire,New South Wales,782,2021-03-07,2021-03-23,171,91,3,273,Shirt,Linen,S,violet,44,1
4478,Brendis Blackboro,Non-binary,74,West Lukeshire,New South Wales,782,2021-03-07,2021-03-23,176,98,1,98,Shirt,Camp Collared,S,red,67,1
4479,Brendis Blackboro,Non-binary,74,West Lukeshire,New South Wales,782,2021-03-07,2021-03-23,495,102,1,102,Jacket,Windbreaker,XS,orange,70,1
4480,Brendis Blackboro,Non-binary,74,West Lukeshire,New South Wales,782,2021-03-07,2021-03-23,590,100,2,200,Jacket,Bomber,XS,violet,75,1
4481,Brendis Blackboro,Non-binary,74,West Lukeshire,New South Wales,782,2021-03-07,2021-03-23,187,98,3,294,Shirt,Camp Collared,M,yellow,49,1
4482,Brendis Blackboro,Non-binary,74,West Lukeshire,New South Wales,782,2021-03-07,2021-03-23,93,118,1,118,Shirt,Flannel,L,blue,44,1
4483,Brendis Blackboro,Non-binary,74,West Lukeshire,New South Wales,880,2021-02-19,2021-03-16,724,119,2,238,Jacket,Trench Coat,XL,blue,69,2
4484,Brendis Blackboro,Non-binary,74,West Lukeshire,New South Wales,880,2021-02-19,2021-03-16,141,91,2,182,Shirt,Linen,S,red,67,2
4485,Brendis Blackboro,Non-binary,74,West Lukeshire,New South Wales,880,2021-02-19,2021-03-16,161,91,3,273,Shirt,Linen,S,blue,77,2
4486,Brendis Blackboro,Non-binary,74,West Lukeshire,New South Wales,880,2021-02-19,2021-03-16,52,104,1,104,Shirt,Dress,M,green,65,2
4487,Brendis Blackboro,Non-binary,74,West Lukeshire,New South Wales,880,2021-02-19,2021-03-16,860,113,1,113,Trousers,Chinos,XS,blue,69,2
4488,Brendis Blackboro,Non-binary,74,West Lukeshire,New South Wales,880,2021-02-19,2021-03-16,823,117,1,117,Jacket,Shearling,L,green,66,2
4489,Brendis Blackboro,Non-binary,74,West Lukeshire,New South Wales,880,2021-02-19,2021-03-16,1215,105,2,210,Trousers,Pleated,XS,indigo,52,2
4490,Cecilla Pigford,Non-binary,38,Samanthatown,Western Australia,55,2021-04-08,2021-04-25,717,119,1,119,Jacket,Trench Coat,M,green,67,1
4491,Cecilla Pigford,Non-binary,38,Samanthatown,Western Australia,640,2021-01-23,2021-01-26,1011,106,1,106,Trousers,Wool,S,violet,59,3
4492,Prissie Kondratovich,Genderqueer,65,South Zacmouth,Western Australia,86,2021-08-05,2021-08-11,572,100,2,200,Jacket,Bomber,M,yellow,71,6
4493,Glynda Dodshon,Male,20,New Aidenfurt,Northern Territory,317,2021-04-23,2021-04-26,254,95,3,285,Shirt,Polo,XL,orange,43,3
4494,Glynda Dodshon,Male,20,New Aidenfurt,Northern Territory,317,2021-04-23,2021-04-26,414,119,2,238,Shirt,Casual Slim Fit,XL,indigo,40,3
4495,Elianore Syphas,Genderfluid,54,Lake William,Victoria,133,2021-07-07,2021-07-17,523,102,1,102,Jacket,Windbreaker,L,violet,72,1
4496,Elianore Syphas,Genderfluid,54,Lake William,Victoria,133,2021-07-07,2021-07-17,942,96,2,192,Trousers,Drawstring,M,violet,73,1
4497,Elianore Syphas,Genderfluid,54,Lake William,Victoria,133,2021-07-07,2021-07-17,374,94,3,282,Shirt,Henley,XL,blue,75,1
4498,Elianore Syphas,Genderfluid,54,Lake William,Victoria,259,2021-08-16,2021-09-07,317,109,1,109,Shirt,Mandarin Collar,M,red,60,2
4499,Elianore Syphas,Genderfluid,54,Lake William,Victoria,259,2021-08-16,2021-09-07,777,91,3,273,Jacket,Pullover,M,orange,60,2
4500,Elianore Syphas,Genderfluid,54,Lake William,Victoria,259,2021-08-16,2021-09-07,162,91,2,182,Shirt,Linen,M,blue,58,2
4501,Bartel Clemendet,Genderqueer,43,Kiehnfurt,South Australia,285,2021-09-25,2021-10-20,1223,105,2,210,Trousers,Pleated,L,violet,48,2
4502,Bartel Clemendet,Genderqueer,43,Kiehnfurt,South Australia,285,2021-09-25,2021-10-20,948,97,2,194,Trousers,Slim-Fit,L,red,80,2
4503,Bartel Clemendet,Genderqueer,43,Kiehnfurt,South Australia,363,2021-01-25,2021-02-21,1003,106,3,318,Trousers,Wool,L,blue,79,2
4504,Bartel Clemendet,Genderqueer,43,Kiehnfurt,South Australia,363,2021-01-25,2021-02-21,391,119,2,238,Shirt,Casual Slim Fit,S,orange,54,2
4505,Bartel Clemendet,Genderqueer,43,Kiehnfurt,South Australia,849,2021-08-11,2021-09-01,73,118,2,236,Shirt,Flannel,L,red,77,2
4506,Bartel Clemendet,Genderqueer,43,Kiehnfurt,South Australia,849,2021-08-11,2021-09-01,1074,93,3,279,Trousers,Joggers,XL,blue,52,2
4507,Bartel Clemendet,Genderqueer,43,Kiehnfurt,South Australia,849,2021-08-11,2021-09-01,993,106,3,318,Trousers,Wool,L,yellow,46,2
4508,Bartel Clemendet,Genderqueer,43,Kiehnfurt,South Australia,849,2021-08-11,2021-09-01,1117,115,1,115,Trousers,Cropped,M,violet,47,2
4509,Noel Siviour,Polygender,43,Beahantown,South Australia,952,2021-08-05,2021-08-25,859,113,1,113,Trousers,Chinos,XL,green,50,2
4510,Noel Siviour,Polygender,43,Beahantown,South Australia,952,2021-08-05,2021-08-25,721,119,2,238,Jacket,Trench Coat,S,blue,64,2
4511,Noel Siviour,Polygender,43,Beahantown,South Australia,952,2021-08-05,2021-08-25,845,113,1,113,Trousers,Chinos,XS,orange,53,2
4512,Noel Siviour,Polygender,43,Beahantown,South Australia,952,2021-08-05,2021-08-25,707,119,3,357,Jacket,Trench Coat,M,orange,43,2
4513,Noel Siviour,Polygender,43,Beahantown,South Australia,952,2021-08-05,2021-08-25,304,105,2,210,Shirt,Cuban Collar,XL,blue,73,2
4514,Noel Siviour,Polygender,43,Beahantown,South Australia,952,2021-08-05,2021-08-25,1223,105,1,105,Trousers,Pleated,L,violet,48,2
4515,Noel Siviour,Polygender,43,Beahantown,South Australia,952,2021-08-05,2021-08-25,78,118,2,236,Shirt,Flannel,L,orange,59,2
4516,Frederique Hopkins,Bigender,43,Macdonaldtown,Northern Territory,689,2021-10-03,2021-10-28,1169,99,1,99,Trousers,High-Waisted,XL,yellow,78,2
4517,Frederique Hopkins,Bigender,43,Macdonaldtown,Northern Territory,689,2021-10-03,2021-10-28,674,113,1,113,Jacket,Parka,XL,orange,68,2
4518,Frederique Hopkins,Bigender,43,Macdonaldtown,Northern Territory,689,2021-10-03,2021-10-28,339,109,2,218,Shirt,Mandarin Collar,XL,blue,71,2
4519,Frederique Hopkins,Bigender,43,Macdonaldtown,Northern Territory,689,2021-10-03,2021-10-28,277,95,2,190,Shirt,Polo,M,violet,77,2
4520,Frederique Hopkins,Bigender,43,Macdonaldtown,Northern Territory,689,2021-10-03,2021-10-28,245,95,2,190,Shirt,Polo,XS,red,40,2
4521,Frederique Hopkins,Bigender,43,Macdonaldtown,Northern Territory,689,2021-10-03,2021-10-28,1217,105,2,210,Trousers,Pleated,M,indigo,48,2
4522,Frederique Hopkins,Bigender,43,Macdonaldtown,Northern Territory,689,2021-10-03,2021-10-28,643,93,3,279,Jacket,Coach,L,yellow,53,2
4523,Emylee Buscher,Non-binary,69,Thompsonport,Northern Territory,435,2021-02-17,2021-02-22,678,113,3,339,Jacket,Parka,L,yellow,72,5
4524,Emylee Buscher,Non-binary,69,Thompsonport,Northern Territory,435,2021-02-17,2021-02-22,269,95,3,285,Shirt,Polo,XL,blue,70,5
4525,Emylee Buscher,Non-binary,69,Thompsonport,Northern Territory,435,2021-02-17,2021-02-22,889,94,2,188,Trousers,Cords,XL,yellow,65,5
4526,Emylee Buscher,Non-binary,69,Thompsonport,Northern Territory,435,2021-02-17,2021-02-22,77,118,2,236,Shirt,Flannel,M,orange,68,5
4527,Emylee Buscher,Non-binary,69,Thompsonport,Northern Territory,435,2021-02-17,2021-02-22,754,109,2,218,Jacket,Peacoat,XL,green,68,5
4528,Emylee Buscher,Non-binary,69,Thompsonport,Northern Territory,637,2021-08-06,2021-08-18,1158,99,1,99,Trousers,High-Waisted,L,red,52,1
4529,Emylee Buscher,Non-binary,69,Thompsonport,Northern Territory,637,2021-08-06,2021-08-18,1175,99,2,198,Trousers,High-Waisted,XS,blue,51,1
4530,Emylee Buscher,Non-binary,69,Thompsonport,Northern Territory,637,2021-08-06,2021-08-18,157,91,2,182,Shirt,Linen,M,green,42,1
4531,Emylee Buscher,Non-binary,69,Thompsonport,Northern Territory,637,2021-08-06,2021-08-18,765,109,3,327,Jacket,Peacoat,XS,violet,54,1
4532,Killie Wigzell,Male,61,South Emilyborough,Victoria,330,2021-03-12,2021-04-08,1226,112,2,224,Trousers,Tracksuit Bottoms,S,red,57,2
4533,Killie Wigzell,Male,61,South Emilyborough,Victoria,330,2021-03-12,2021-04-08,809,117,3,351,Jacket,Shearling,XL,red,42,2
4534,Killie Wigzell,Male,61,South Emilyborough,Victoria,330,2021-03-12,2021-04-08,87,118,2,236,Shirt,Flannel,M,green,66,2
4535,Killie Wigzell,Male,61,South Emilyborough,Victoria,330,2021-03-12,2021-04-08,1132,102,2,204,Trousers,Cargo Pants,M,yellow,72,2
4536,Killie Wigzell,Male,61,South Emilyborough,Victoria,330,2021-03-12,2021-04-08,1071,93,2,186,Trousers,Joggers,S,blue,50,2
4537,Killie Wigzell,Male,61,South Emilyborough,Victoria,330,2021-03-12,2021-04-08,263,95,1,95,Shirt,Polo,L,green,68,2
